# mapping: NCBI2GTDB.tsv.gz	bytes=2895086	sha256=761d5537a7ed
# taxa=583	varying=18
ncbi_id	label	aggregate_id	aggregate_frac	aggregate_named_id	aggregate_named_frac	deepest_id	deepest_frac	deepest_named_id	deepest_named_frac	varies	distinct_answers
NCBITaxon:165695	Sphingobium	GTDB:g__Sphingobium	0.993	GTDB:g__Sphingobium	0.987	GTDB:g__Sphingobium	0.993	GTDB:g__Sphingobium	0.984		1
NCBITaxon:166486	Roseburia intestinalis	GTDB:s__Roseburia_intestinalis	1.0	GTDB:s__Roseburia_intestinalis	1.0	GTDB:s__Roseburia_intestinalis	1.0	GTDB:s__Roseburia_intestinalis	1.0		1
NCBITaxon:1667	Arthrobacter sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1673428	Cuniculiplasma divulgatum	NONE		NONE		NONE		NONE			1
NCBITaxon:1678	Bifidobacterium	GTDB:g__Bifidobacterium	0.998	GTDB:g__Bifidobacterium	0.999	GTDB:g__Bifidobacterium	0.998	GTDB:g__Bifidobacterium	0.999		1
NCBITaxon:1681	Bifidobacterium bifidum	GTDB:s__Bifidobacterium_bifidum	1.0	GTDB:s__Bifidobacterium_bifidum	1.0	GTDB:s__Bifidobacterium_bifidum	1.0	GTDB:s__Bifidobacterium_bifidum	1.0		1
NCBITaxon:1682	Bifidobacterium longum subsp. infantis	GTDB:s__Bifidobacterium_infantis	0.94	GTDB:s__Bifidobacterium_infantis	0.94	GTDB:s__Bifidobacterium_infantis	0.94	GTDB:s__Bifidobacterium_infantis	0.94		1
NCBITaxon:168384	Marvinbryantia formatexigens	GTDB:s__Marvinbryantia_formatexigens	1.0	GTDB:s__Marvinbryantia_formatexigens	1.0	GTDB:s__Marvinbryantia_formatexigens	1.0	GTDB:s__Marvinbryantia_formatexigens	1.0		1
NCBITaxon:1685	Bifidobacterium breve	GTDB:s__Bifidobacterium_breve	0.99	GTDB:s__Bifidobacterium_breve	0.99	GTDB:s__Bifidobacterium_breve	0.99	GTDB:s__Bifidobacterium_breve	0.99		1
NCBITaxon:1696	Brevibacterium	GTDB:g__Brevibacterium	0.987	GTDB:g__Brevibacterium	1.0	GTDB:g__Brevibacterium	0.983	GTDB:g__Brevibacterium	1.0		1
NCBITaxon:1699721	Neotibicen canicularis	NONE		NONE		NONE		NONE			1
NCBITaxon:1707	Cellulomonas	GTDB:g__Cellulomonas	0.858	GTDB:g__Cellulomonas	0.888	GTDB:g__Cellulomonas	0.859	GTDB:g__Cellulomonas	0.897		1
NCBITaxon:1708	Cellulomonas fimi	GTDB:s__Cellulomonas_fimi	1.0	GTDB:s__Cellulomonas_fimi	1.0	GTDB:s__Cellulomonas_fimi	1.0	GTDB:s__Cellulomonas_fimi	1.0		1
NCBITaxon:1718	Corynebacterium glutamicum	GTDB:s__Corynebacterium_glutamicum	0.99	GTDB:s__Corynebacterium_glutamicum	0.99	GTDB:s__Corynebacterium_glutamicum	0.99	GTDB:s__Corynebacterium_glutamicum	0.99		1
NCBITaxon:1763	Mycobacterium	GTDB:g__Mycobacterium	1.0	GTDB:g__Mycobacterium	1.0	GTDB:g__Mycobacterium	0.999	GTDB:g__Mycobacterium	1.0		1
NCBITaxon:1766253	Agathobacter	GTDB:g__Agathobacter	1.0	GTDB:g__Agathobacter	1.0	GTDB:g__Agathobacter	1.0	GTDB:g__Agathobacter	1.0		1
NCBITaxon:1769012	Arachidicoccus	GTDB:g__Arachidicoccus	1.0	GTDB:g__Arachidicoccus	1.0	GTDB:g__Arachidicoccus	1.0	GTDB:g__Arachidicoccus	1.0		1
NCBITaxon:1783273	Patescibacteria group	NONE		NONE		NONE		NONE			1
NCBITaxon:1783276	Nanobdellati	NONE		NONE		NONE		NONE			1
NCBITaxon:1785	Mycobacterium sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:178606	Leptospirillum ferriphilum	GTDB:s__Leptospirillum_A_rubarum	1.0	GTDB:s__Leptospirillum_A_rubarum	1.0	GTDB:s__Leptospirillum_A_rubarum	1.0	GTDB:s__Leptospirillum_A_rubarum	1.0		1
NCBITaxon:178898	Carboxydocella	GTDB:g__Carboxydocella	1.0	GTDB:g__Carboxydocella	1.0	GTDB:g__Carboxydocella	1.0	GTDB:g__Carboxydocella	1.0		1
NCBITaxon:179	Leptospirillum	GTDB:g__Leptospirillum	0.575	GTDB:g__Leptospirillum	0.742	GTDB:g__Leptospirillum_A	0.583	GTDB:g__Leptospirillum_A	0.533	VARIES	2
NCBITaxon:18	Pelobacter	AMBIGUOUS		GTDB:g__Seleniibacterium	0.571	GTDB:g__Syntrophotalea	0.583	GTDB:g__Seleniibacterium	0.6	VARIES	3
NCBITaxon:180	Leptospirillum ferrooxidans	GTDB:s__Leptospirillum_ferrooxidans	1.0	GTDB:s__Leptospirillum_ferrooxidans	1.0	GTDB:s__Leptospirillum_ferrooxidans	1.0	GTDB:s__Leptospirillum_ferrooxidans	1.0		1
NCBITaxon:180162	Cetobacterium	GTDB:g__Cetobacterium_A	0.927	GTDB:g__Cetobacterium_A	1.0	GTDB:g__Cetobacterium_A	0.927	GTDB:g__Cetobacterium_A	1.0		1
NCBITaxon:1801631	Microcaldota	NONE		NONE		NONE		NONE			1
NCBITaxon:1807132	Candidatus Phormidium alkaliphilum	NONE		NONE		NONE		NONE			1
NCBITaxon:1817801	Candidatus Eiseniibacteriota	NONE		NONE		NONE		NONE			1
NCBITaxon:1822464	Paraburkholderia	GTDB:g__Paraburkholderia	0.988	GTDB:g__Paraburkholderia	0.993	GTDB:g__Paraburkholderia	0.986	GTDB:g__Paraburkholderia	0.99		1
NCBITaxon:1827	Rhodococcus <high G+C Gram-positive bacteria>	GTDB:g__Rhodococcus	0.996	GTDB:g__Rhodococcus	1.0	GTDB:g__Rhodococcus	0.995	GTDB:g__Rhodococcus	1.0		1
NCBITaxon:1847	Pseudonocardia	GTDB:g__Pseudonocardia	1.0	GTDB:g__Pseudonocardia	1.0	GTDB:g__Pseudonocardia	1.0	GTDB:g__Pseudonocardia	1.0		1
NCBITaxon:1849822	Paraclostridium	GTDB:g__Paraclostridium	0.995	GTDB:g__Paraclostridium	0.995	GTDB:g__Paraclostridium	0.974	GTDB:g__Paraclostridium	0.971		1
NCBITaxon:186490	Candidatus Palibaumannia cicadellinicola	NONE		NONE		NONE		NONE			1
NCBITaxon:1866885	Mycolicibacterium	GTDB:g__Mycobacterium	0.998	GTDB:g__Mycobacterium	0.998	GTDB:g__Mycobacterium	0.997	GTDB:g__Mycobacterium	0.996		1
NCBITaxon:186801	Clostridia	GTDB:c__Clostridia	0.974	GTDB:c__Clostridia	0.987	GTDB:c__Clostridia	0.976	GTDB:c__Clostridia	0.991		1
NCBITaxon:1869185	Taibaiella sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1871043	Variovorax sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1871068	Phyllobacteriaceae bacterium	NONE		NONE		NONE		NONE			1
NCBITaxon:1872086	Ensifer sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1872114	Acidiplasma sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1872122	Acidovorax sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1872427	Alcanivorax sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1872648	Asticcacaulis sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1873462	Microbacteriaceae bacterium	NONE		NONE		NONE		NONE			1
NCBITaxon:1883	Streptomyces	GTDB:g__Streptomyces	0.973	GTDB:g__Streptomyces	0.99	GTDB:g__Streptomyces	0.972	GTDB:g__Streptomyces	0.99		1
NCBITaxon:1889	Streptomyces ambofaciens	GTDB:s__Streptomyces_ambofaciens	1.0	GTDB:s__Streptomyces_ambofaciens	1.0	GTDB:s__Streptomyces_ambofaciens	1.0	GTDB:s__Streptomyces_ambofaciens	1.0		1
NCBITaxon:189779	Nitrospiraceae	GTDB:f__Nitrospiraceae	0.621	GTDB:f__Leptospirillaceae	0.534	GTDB:f__Nitrospiraceae	0.668	AMBIGUOUS		VARIES	3
NCBITaxon:1902583	Candidatus Desulfofervidus	NONE		NONE		NONE		NONE			1
NCBITaxon:1904413	Suillus clintonianus	NONE		NONE		NONE		NONE			1
NCBITaxon:1908224	Sphingopyxis sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1911909	Neorhizobium sp.	GTDB:s__Neorhizobium_sp028283725	1.0	GTDB:s__Neorhizobium_sp028283725	1.0	GTDB:s__Neorhizobium_sp028283725	1.0	GTDB:s__Neorhizobium_sp028283725	1.0		1
NCBITaxon:1913961	Rhizobiaceae bacterium	NONE		NONE		NONE		NONE			1
NCBITaxon:1914288	Dyadobacter sp.	GTDB:s__Dyadobacter_sp017744695	1.0	GTDB:s__Dyadobacter_sp017744695	1.0	GTDB:s__Dyadobacter_sp017744695	1.0	GTDB:s__Dyadobacter_sp017744695	1.0		1
NCBITaxon:1914538	Pseudomonadaceae bacterium	NONE		NONE		NONE		NONE			1
NCBITaxon:1918507	Candidatus Phosphitivorax anaerolimi	GTDB:s__UBA1062_sp001896555	1.0	GTDB:s__UBA1062_sp001896555	1.0	GTDB:s__UBA1062_sp001896555	1.0	GTDB:s__UBA1062_sp001896555	1.0		1
NCBITaxon:192	Azospirillum brasilense	GTDB:s__Azospirillum_brasilense	1.0	GTDB:s__Azospirillum_brasilense	1.0	GTDB:s__Azospirillum_brasilense	1.0	GTDB:s__Azospirillum_brasilense	1.0		1
NCBITaxon:1931	Streptomyces sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:1935183	Promethearchaeati	NONE		NONE		NONE		NONE			1
NCBITaxon:1979961	Wenzhouxiangella sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:198620	Pseudomonas koreensis	NONE		NONE		NONE		NONE			1
NCBITaxon:1988	Actinomadura	GTDB:g__Spirillospora	0.953	GTDB:g__Spirillospora	0.956	GTDB:g__Spirillospora	0.948	GTDB:g__Spirillospora	0.95		1
NCBITaxon:2	Bacteria	GTDB:d__Bacteria	1.0	GTDB:d__Bacteria	1.0	GTDB:d__Bacteria	1.0	GTDB:d__Bacteria	1.0		1
NCBITaxon:20	Phenylobacterium	GTDB:g__Phenylobacterium	1.0	GTDB:g__Phenylobacterium	1.0	GTDB:g__Phenylobacterium	1.0	GTDB:g__Phenylobacterium	1.0		1
NCBITaxon:200795	Chloroflexota	GTDB:p__Chloroflexota	0.998	GTDB:p__Chloroflexota	0.997	GTDB:p__Chloroflexota	0.998	GTDB:p__Chloroflexota	0.997		1
NCBITaxon:200918	Thermotogota	GTDB:p__Thermotogota	0.997	GTDB:p__Thermotogota	1.0	GTDB:p__Thermotogota	0.996	GTDB:p__Thermotogota	1.0		1
NCBITaxon:201174	Actinomycetota	GTDB:p__Actinomycetota	1.0	GTDB:p__Actinomycetota	1.0	GTDB:p__Actinomycetota	1.0	GTDB:p__Actinomycetota	1.0		1
NCBITaxon:202950	Acinetobacter baylyi	GTDB:s__Acinetobacter_baylyi	0.96	GTDB:s__Acinetobacter_baylyi	0.96	GTDB:s__Acinetobacter_baylyi	0.96	GTDB:s__Acinetobacter_baylyi	0.96		1
NCBITaxon:2030806	Burkholderiaceae bacterium	NONE		NONE		NONE		NONE			1
NCBITaxon:203119	Acetivibrio thermocellus ATCC 27405	GTDB:s__Hungateiclostridium_thermocellum	0.93	GTDB:s__Hungateiclostridium_thermocellum	0.93	GTDB:s__Hungateiclostridium_thermocellum	0.93	GTDB:s__Hungateiclostridium_thermocellum	0.93		1
NCBITaxon:203124	Trichodesmium erythraeum IMS101	GTDB:s__Trichodesmium_erythraeum	1.0	GTDB:s__Trichodesmium_erythraeum	1.0	GTDB:s__Trichodesmium_erythraeum	1.0	GTDB:s__Trichodesmium_erythraeum	1.0		1
NCBITaxon:2034	Curtobacterium	GTDB:g__Curtobacterium	0.993	GTDB:g__Curtobacterium	1.0	GTDB:g__Curtobacterium	0.993	GTDB:g__Curtobacterium	1.0		1
NCBITaxon:203682	Planctomycetota	GTDB:p__Planctomycetota	0.995	GTDB:p__Planctomycetota	1.0	GTDB:p__Planctomycetota	0.995	GTDB:p__Planctomycetota	1.0		1
NCBITaxon:203691	Spirochaetota	GTDB:p__Spirochaetota	0.995	GTDB:p__Spirochaetota	1.0	GTDB:p__Spirochaetota	0.992	GTDB:p__Spirochaetota	1.0		1
NCBITaxon:204441	Rhodospirillales	GTDB:o__RF32	0.636	GTDB:o__RF32	0.704	GTDB:o__RF32	0.647	GTDB:o__RF32	0.725		1
NCBITaxon:2052312	Candidatus Dormiibacterota	NONE		NONE		NONE		NONE			1
NCBITaxon:2093828	Neorhizobium tomejilense	GTDB:s__Neorhizobium_tomejilense	0.9	GTDB:s__Neorhizobium_tomejilense	0.9	GTDB:s__Neorhizobium_tomejilense	0.9	GTDB:s__Neorhizobium_tomejilense	0.9		1
NCBITaxon:211586	Shewanella oneidensis MR-1	GTDB:s__Shewanella_oneidensis	1.0	GTDB:s__Shewanella_oneidensis	1.0	GTDB:s__Shewanella_oneidensis	1.0	GTDB:s__Shewanella_oneidensis	1.0		1
NCBITaxon:213118	Desulfobacterales	GTDB:o__Desulfobacterales	0.81	GTDB:o__Desulfobacterales	1.0	GTDB:o__Desulfobacterales	0.79	GTDB:o__Desulfobacterales	1.0		1
NCBITaxon:213119	Desulfobacteraceae	AMBIGUOUS		GTDB:f__Desulfobacteraceae	0.791	AMBIGUOUS		GTDB:f__Desulfobacteraceae	0.757	VARIES	2
NCBITaxon:213121	Desulfobulbaceae	GTDB:f__Desulfobulbaceae	0.529	GTDB:f__Desulfobulbaceae	0.852	GTDB:f__Desulfobulbaceae	0.517	GTDB:f__Desulfobulbaceae	0.845		1
NCBITaxon:2157	Archaea	GTDB:d__Archaea	1.0	GTDB:d__Archaea	1.0	GTDB:d__Archaea	1.0	GTDB:d__Archaea	1.0		1
NCBITaxon:215813	Dinoroseobacter shibae	GTDB:s__Dinoroseobacter_shibae	1.0	GTDB:s__Dinoroseobacter_shibae	1.0	GTDB:s__Dinoroseobacter_shibae	1.0	GTDB:s__Dinoroseobacter_shibae	1.0		1
NCBITaxon:2162	Methanobacterium formicicum	GTDB:s__Methanobacterium_formicicum	0.94	GTDB:s__Methanobacterium_formicicum	0.94	GTDB:s__Methanobacterium_formicicum	0.94	GTDB:s__Methanobacterium_formicicum	0.94		1
NCBITaxon:216389	Dehalococcoides mccartyi BAV1	GTDB:s__Dehalococcoides_mccartyi_B	1.0	GTDB:s__Dehalococcoides_mccartyi_B	1.0	GTDB:s__Dehalococcoides_mccartyi_B	1.0	GTDB:s__Dehalococcoides_mccartyi_B	1.0		1
NCBITaxon:216431	Croceibacter	GTDB:g__Croceibacter	1.0	GTDB:g__Croceibacter	1.0	GTDB:g__Croceibacter	1.0	GTDB:g__Croceibacter	1.0		1
NCBITaxon:216816	Bifidobacterium longum	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:217159	Clostridium carboxidivorans	GTDB:s__Clostridium_AM_carboxidivorans	1.0	GTDB:s__Clostridium_AM_carboxidivorans	1.0	GTDB:s__Clostridium_AM_carboxidivorans	1.0	GTDB:s__Clostridium_AM_carboxidivorans	1.0		1
NCBITaxon:2172	Methanobrevibacter	GTDB:g__Methanobrevibacter_A	0.955	GTDB:g__Methanobrevibacter_A	0.965	GTDB:g__Methanobrevibacter_A	0.955	GTDB:g__Methanobrevibacter_A	0.965		1
NCBITaxon:2173	Methanobrevibacter smithii	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:22	Shewanella	GTDB:g__Shewanella	0.996	GTDB:g__Shewanella	1.0	GTDB:g__Shewanella	0.994	GTDB:g__Shewanella	1.0		1
NCBITaxon:2201	Methanofollis liminatans	GTDB:s__Methanofollis_liminatans	1.0	GTDB:s__Methanofollis_liminatans	1.0	GTDB:s__Methanofollis_liminatans	1.0	GTDB:s__Methanofollis_liminatans	1.0		1
NCBITaxon:2203	Methanospirillum hungatei	GTDB:s__Methanospirillum_hungatei	1.0	GTDB:s__Methanospirillum_hungatei	1.0	GTDB:s__Methanospirillum_hungatei	1.0	GTDB:s__Methanospirillum_hungatei	1.0		1
NCBITaxon:2208	Methanosarcina barkeri	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:2209	Methanosarcina mazei	GTDB:s__Methanosarcina_mazei	1.0	GTDB:s__Methanosarcina_mazei	1.0	GTDB:s__Methanosarcina_mazei	1.0	GTDB:s__Methanosarcina_mazei	1.0		1
NCBITaxon:222	Achromobacter	GTDB:g__Achromobacter	0.981	GTDB:g__Achromobacter	0.991	GTDB:g__Achromobacter	0.981	GTDB:g__Achromobacter	0.99		1
NCBITaxon:2223	Methanothrix soehngenii	GTDB:s__Methanothrix_soehngenii	1.0	GTDB:s__Methanothrix_soehngenii	1.0	GTDB:s__Methanothrix_soehngenii	1.0	GTDB:s__Methanothrix_soehngenii	1.0		1
NCBITaxon:2237	Haloarcula	GTDB:g__Haloarcula	1.0	GTDB:g__Haloarcula	1.0	GTDB:g__Haloarcula	1.0	GTDB:g__Haloarcula	1.0		1
NCBITaxon:2239	Halobacterium	GTDB:g__Halobacterium	1.0	GTDB:g__Halobacterium	1.0	GTDB:g__Halobacterium	1.0	GTDB:g__Halobacterium	1.0		1
NCBITaxon:223967	Methylorubrum populi	GTDB:s__Methylobacterium_thiocyanatum	1.0	GTDB:s__Methylobacterium_thiocyanatum	1.0	GTDB:s__Methylobacterium_thiocyanatum	1.0	GTDB:s__Methylobacterium_thiocyanatum	1.0		1
NCBITaxon:224756	Methanomicrobia	GTDB:c__Methanosarcinia	0.617	GTDB:c__Methanosarcinia	0.709	GTDB:c__Methanosarcinia	0.617	GTDB:c__Methanosarcinia	0.709		1
NCBITaxon:225937	Marinobacter adhaerens HP15	GTDB:s__Marinobacter_adhaerens	1.0	GTDB:s__Marinobacter_adhaerens	1.0	GTDB:s__Marinobacter_adhaerens	1.0	GTDB:s__Marinobacter_adhaerens	1.0		1
NCBITaxon:226186	Bacteroides thetaiotaomicron VPI-5482	GTDB:s__Bacteroides_thetaiotaomicron	1.0	GTDB:s__Bacteroides_thetaiotaomicron	1.0	GTDB:s__Bacteroides_thetaiotaomicron	1.0	GTDB:s__Bacteroides_thetaiotaomicron	1.0		1
NCBITaxon:2268204	Thermoplasmatales archaeon	NONE		NONE		NONE		NONE			1
NCBITaxon:2283796	Thermoplasmatota	GTDB:p__Thermoplasmatota	1.0	GTDB:p__Thermoplasmatota	1.0	GTDB:p__Thermoplasmatota	0.999	GTDB:p__Thermoplasmatota	1.0		1
NCBITaxon:2301	Thermoplasmatales	GTDB:o__Thermoplasmatales	0.903	GTDB:o__Thermoplasmatales	1.0	GTDB:o__Thermoplasmatales	0.899	GTDB:o__Thermoplasmatales	1.0		1
NCBITaxon:231455	Dyella japonica	GTDB:s__Dyella_marensis	1.0	GTDB:s__Dyella_marensis	1.0	GTDB:s__Dyella_marensis	1.0	GTDB:s__Dyella_marensis	1.0		1
NCBITaxon:2357	Desulfomonile	GTDB:g__Desulfomonile	0.667	GTDB:g__Desulfomonile	1.0	GTDB:g__Desulfomonile	0.667	GTDB:g__Desulfomonile	1.0		1
NCBITaxon:236401	Graphocephala coccinea	NONE		NONE		NONE		NONE			1
NCBITaxon:237	Flavobacterium	GTDB:g__Flavobacterium	0.99	GTDB:g__Flavobacterium	0.999	GTDB:g__Flavobacterium	0.99	GTDB:g__Flavobacterium	0.999		1
NCBITaxon:2375	Sporomusa	GTDB:g__Sporomusa	1.0	GTDB:g__Sporomusa	1.0	GTDB:g__Sporomusa	1.0	GTDB:g__Sporomusa	1.0		1
NCBITaxon:237612	Sphingomonas panni	GTDB:s__Sphingomonas_panni	1.0	GTDB:s__Sphingomonas_panni	1.0	GTDB:s__Sphingomonas_panni	1.0	GTDB:s__Sphingomonas_panni	1.0		1
NCBITaxon:239	Flavobacterium sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:243164	Dehalococcoides mccartyi 195	GTDB:s__Dehalococcoides_mccartyi	1.0	GTDB:s__Dehalococcoides_mccartyi	1.0	GTDB:s__Dehalococcoides_mccartyi	1.0	GTDB:s__Dehalococcoides_mccartyi	1.0		1
NCBITaxon:243232	Methanocaldococcus jannaschii DSM 2661	GTDB:s__Methanocaldococcus_jannaschii	1.0	GTDB:s__Methanocaldococcus_jannaschii	1.0	GTDB:s__Methanocaldococcus_jannaschii	1.0	GTDB:s__Methanocaldococcus_jannaschii	1.0		1
NCBITaxon:243274	Thermotoga maritima MSB8	GTDB:s__Thermotoga_maritima	1.0	GTDB:s__Thermotoga_maritima	1.0	GTDB:s__Thermotoga_maritima	1.0	GTDB:s__Thermotoga_maritima	1.0		1
NCBITaxon:244366	Klebsiella variicola	GTDB:s__Klebsiella_variicola	1.0	GTDB:s__Klebsiella_variicola	1.0	GTDB:s__Klebsiella_variicola	1.0	GTDB:s__Klebsiella_variicola	1.0		1
NCBITaxon:246200	Ruegeria pomeroyi DSS-3	GTDB:s__Ruegeria_B_pomeroyi	1.0	GTDB:s__Ruegeria_B_pomeroyi	1.0	GTDB:s__Ruegeria_B_pomeroyi	1.0	GTDB:s__Ruegeria_B_pomeroyi	1.0		1
NCBITaxon:2496117	Variovorax beijingensis	NONE		NONE		NONE		NONE			1
NCBITaxon:253	Chryseobacterium indologenes	GTDB:s__Chryseobacterium_indologenes	1.0	GTDB:s__Chryseobacterium_indologenes	1.0	GTDB:s__Chryseobacterium_indologenes	1.0	GTDB:s__Chryseobacterium_indologenes	1.0		1
NCBITaxon:2530459	Galdieria sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:253314	Acetivibrio straminisolvens	GTDB:s__Hungateiclostridium_straminisolvens	1.0	GTDB:s__Hungateiclostridium_straminisolvens	1.0	GTDB:s__Hungateiclostridium_straminisolvens	1.0	GTDB:s__Hungateiclostridium_straminisolvens	1.0		1
NCBITaxon:258594	Rhodopseudomonas palustris CGA009	GTDB:s__Rhodopseudomonas_palustris_F	1.0	GTDB:s__Rhodopseudomonas_palustris_F	1.0	GTDB:s__Rhodopseudomonas_palustris_F	1.0	GTDB:s__Rhodopseudomonas_palustris_F	1.0		1
NCBITaxon:2591003	Ferroplasma sp.	NONE		NONE		NONE		NONE			1
NCBITaxon:2597222	Candidatus Acidulidesulfobacterium	NONE		NONE		NONE		NONE			1
NCBITaxon:266	Paracoccus denitrificans	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:267377	Methanococcus maripaludis S2	GTDB:s__Methanococcus_maripaludis	1.0	GTDB:s__Methanococcus_maripaludis	1.0	GTDB:s__Methanococcus_maripaludis	1.0	GTDB:s__Methanococcus_maripaludis	1.0		1
NCBITaxon:2675547	Chlorella sp. HS2	NONE		NONE		NONE		NONE			1
NCBITaxon:267818	Lactobacillus kefiranofaciens	GTDB:s__Lactobacillus_kefiranofaciens	1.0	GTDB:s__Lactobacillus_kefiranofaciens	1.0	GTDB:s__Lactobacillus_kefiranofaciens	1.0	GTDB:s__Lactobacillus_kefiranofaciens	1.0		1
NCBITaxon:2689614	Steroidobacteraceae	GTDB:f__Steroidobacteraceae	1.0	GTDB:f__Steroidobacteraceae	1.0	GTDB:f__Steroidobacteraceae	1.0	GTDB:f__Steroidobacteraceae	1.0		1
NCBITaxon:2697049	Severe acute respiratory syndrome coronavirus 2	NONE		NONE		NONE		NONE			1
NCBITaxon:269797	Methanosarcina barkeri str. Fusaro	GTDB:s__Methanosarcina_barkeri_B	1.0	GTDB:s__Methanosarcina_barkeri_B	1.0	GTDB:s__Methanosarcina_barkeri_B	1.0	GTDB:s__Methanosarcina_barkeri_B	1.0		1
NCBITaxon:270351	Methylobacterium aquaticum	NONE		NONE		NONE		NONE			1
NCBITaxon:272772	Pseudomonas pudica	GTDB:s__Pseudomonas_E_pudica	1.0	GTDB:s__Pseudomonas_E_pudica	1.0	GTDB:s__Pseudomonas_E_pudica	1.0	GTDB:s__Pseudomonas_E_pudica	1.0		1
NCBITaxon:2736640	Pseudonocardia broussonetiae	GTDB:s__Pseudonocardia_broussonetiae	1.0	GTDB:s__Pseudonocardia_broussonetiae	1.0	GTDB:s__Pseudonocardia_broussonetiae	1.0	GTDB:s__Pseudonocardia_broussonetiae	1.0		1
NCBITaxon:2740557	Pauljensenia	GTDB:g__Pauljensenia	1.0	GTDB:g__Pauljensenia	1.0	GTDB:g__Pauljensenia	1.0	GTDB:g__Pauljensenia	1.0		1
NCBITaxon:2742	Marinobacter	GTDB:g__Marinobacter	0.964	GTDB:g__Marinobacter	0.974	GTDB:g__Marinobacter	0.958	GTDB:g__Marinobacter	0.968		1
NCBITaxon:2759	Eukaryota	NONE		NONE		NONE		NONE			1
NCBITaxon:2782567	Paenarthrobacter sp. GOM3	GTDB:s__Arthrobacter_sp018215265	1.0	GTDB:s__Arthrobacter_sp018215265	1.0	GTDB:s__Arthrobacter_sp018215265	1.0	GTDB:s__Arthrobacter_sp018215265	1.0		1
NCBITaxon:280333	Bradyrhizobium pachyrhizi	NONE		NONE		NONE		NONE			1
NCBITaxon:28034	Sulfobacillus thermosulfidooxidans	GTDB:s__Sulfobacillus_thermosulfidooxidans	1.0	GTDB:s__Sulfobacillus_thermosulfidooxidans	1.0	GTDB:s__Sulfobacillus_thermosulfidooxidans	1.0	GTDB:s__Sulfobacillus_thermosulfidooxidans	1.0		1
NCBITaxon:28037	Streptococcus mitis	AMBIGUOUS		AMBIGUOUS		AMBIGUOUS		AMBIGUOUS			1
NCBITaxon:28065	Rhodoferax	GTDB:g__Rhodoferax	0.718	GTDB:g__Rhodoferax	0.706	GTDB:g__Rhodoferax	0.718	GTDB:g__Rhodoferax	0.706		1
NCBITaxon:28108	Alteromonas macleodii	GTDB:s__Alteromonas_macleodii	0.9	GTDB:s__Alteromonas_macleodii	0.9	GTDB:s__Alteromonas_macleodii	0.9	GTDB:s__Alteromonas_macleodii	0.9		1
NCBITaxon:28116	Bacteroides ovatus	GTDB:s__Bacteroides_ovatus	0.99	GTDB:s__Bacteroides_ovatus	0.99	GTDB:s__Bacteroides_ovatus	0.99	GTDB:s__Bacteroides_ovatus	0.99		1
NCBITaxon:2818505	Myxococcota	GTDB:p__Myxococcota	0.903	GTDB:p__Myxococcota	0.836	GTDB:p__Myxococcota	0.9	GTDB:p__Myxococcota	0.826		1
NCBITaxon:28211	Alphaproteobacteria	GTDB:c__Alphaproteobacteria	0.996	GTDB:c__Alphaproteobacteria	1.0	GTDB:c__Alphaproteobacteria	0.996	GTDB:c__Alphaproteobacteria	1.0		1
NCBITaxon:28216	Betaproteobacteria	GTDB:c__Gammaproteobacteria	1.0	GTDB:c__Gammaproteobacteria	1.0	GTDB:c__Gammaproteobacteria	1.0	GTDB:c__Gammaproteobacteria	1.0		1
NCBITaxon:28228	Colwellia	AMBIGUOUS		GTDB:g__Cognaticolwellia	0.548	AMBIGUOUS		GTDB:g__Cognaticolwellia	0.557	VARIES	2
NCBITaxon:28231	Geobacter	AMBIGUOUS		GTDB:g__Geobacter	0.948	AMBIGUOUS		GTDB:g__Geobacter	0.923	VARIES	2
NCBITaxon:28232	Geobacter metallireducens	GTDB:s__Geobacter_metallireducens	1.0	GTDB:s__Geobacter_metallireducens	1.0	GTDB:s__Geobacter_metallireducens	1.0	GTDB:s__Geobacter_metallireducens	1.0		1
NCBITaxon:28261	Thermodesulfovibrio	GTDB:g__Thermodesulfovibrio	1.0	GTDB:g__Thermodesulfovibrio	1.0	GTDB:g__Thermodesulfovibrio	1.0	GTDB:g__Thermodesulfovibrio	1.0		1
NCBITaxon:2836	Bacillariophyta	NONE		NONE		NONE		NONE			1
